type,dataset,algorithm,stable,n,seed,ok,error,compares,cmp_flips,key_reads,aux_peak_bytes,order_hash
int64,sorted,glidesort,1,10000,20260912,1,,9999,0,,160000,95272738c97a3543
int64,reverse,brainsort,1,10000,20260912,1,,9999,0,,0,18489aa670217473
int64,reverse,slice::sort,1,10000,20260912,1,,9999,0,,160000,18489aa670217473
int64,reverse,slice::sort_by_cached_key,1,10000,20260912,1,,9999,0,10000,160000,18489aa670217473
int64,reverse,glidesort,1,10000,20260912,1,,9999,0,,160000,18489aa670217473
int64,nearly_sorted,brainsort,1,10000,20260912,1,,31991,1793,,7736,403371f36b4f9b51
int64,nearly_sorted,slice::sort,1,10000,20260912,1,,109869,2520,,160000,403371f36b4f9b51
int64,nearly_sorted,slice::sort_by_cached_key,1,10000,20260912,1,,133469,12730,10000,160000,403371f36b4f9b51
int64,nearly_sorted,glidesort,1,10000,20260912,1,,84003,13331,,160000,403371f36b4f9b51
int64,few_unique,brainsort,1,10000,20260912,1,,1024,690,,134304,5e7d5a0afd77e4b5
int64,few_unique,slice::sort,1,10000,20260912,1,,82046,33820,,160000,5e7d5a0afd77e4b5
int64,few_unique,slice::sort_by_cached_key,1,10000,20260912,1,,137154,35788,10000,160000,5e7d5a0afd77e4b5
int64,few_unique,glidesort,1,10000,20260912,1,,89263,33772,,160000,5e7d5a0afd77e4b5
int64,all_equal,brainsort,1,10000,20260912,1,,9999,0,,0,95272738c97a3543
int64,all_equal,slice::sort,1,10000,20260912,1,,9999,0,,160000,95272738c97a3543
int64,all_equal,slice::sort_by_cached_key,1,10000,20260912,1,,9999,0,10000,160000,95272738c97a3543
int64,all_equal,glidesort,1,10000,20260912,1,,9999,0,,160000,95272738c97a3543
int64,runs,brainsort,1,10000,20260912,1,,24621,8,,80032,b806ebe557f9058f
int64,runs,slice::sort,1,10000,20260912,1,,22451,10,,160000,b806ebe557f9058f
int64,runs,slice::sort_by_cached_key,1,10000,20260912,1,,134021,6624,10000,160000,b806ebe557f9058f
int64,runs,glidesort,1,10000,20260912,1,,20596,7620,,160000,b806ebe557f9058f
int64,organ_pipe,brainsort,1,10000,20260912,1,,19997,9998,,80032,7cc72811739f7b5b
int64,organ_pipe,slice::sort,1,10000,20260912,1,,19997,9998,,160000,7cc72811739f7b5b
int64,organ_pipe,slice::sort_by_cached_key,1,10000,20260912,1,,161925,11486,10000,160000,7cc72811739f7b5b
int64,organ_pipe,glidesort,1,10000,20260912,1,,20190,3949,,160000,7cc72811739f7b5b
int64,small_range,brainsort,1,10000,20260912,1,,1024,656,,160048,5275f13ecc526b5d
int64,small_range,slice::sort,1,10000,20260912,1,,33231,10251,,160000,5275f13ecc526b5d
int64,small_range,slice::sort_by_cached_key,1,10000,20260912,1,,131623,12527,10000,160000,5275f13ecc526b5d
int64,small_range,glidesort,1,10000,20260912,1,,38381,10065,,160000,5275f13ecc526b5d
int64,sawtooth,brainsort,1,10000,20260912,1,,12088,19,,164128,bfa62f77083c2113
int64,sawtooth,slice::sort,1,10000,20260912,1,,43980,18000,,160000,bfa62f77083c2113
int64,sawtooth,slice::sort_by_cached_key,1,10000,20260912,1,,143337,21008,10000,160000,bfa62f77083c2113
int64,sawtooth,glidesort,1,10000,20260912,1,,44438,11313,,160000,bfa62f77083c2113
int64,prefixed,brainsort,1,10000,20260912,1,,1024,693,,168224,5ec72eb97399329b
int64,prefixed,slice::sort,1,10000,20260912,1,,141414,61378,,160000,5ec72eb97399329b
int64,prefixed,slice::sort_by_cached_key,1,10000,20260912,1,,137837,60175,10000,160000,5ec72eb97399329b
int64,prefixed,glidesort,1,10000,20260912,1,,141538,62394,,160000,5ec72eb97399329b
string,random,brainsort,1,10000,20260912,1,,1024,684,,125072,1816c71b099cd84b
string,random,slice::sort,1,10000,20260912,1,,140899,61629,,160000,1816c71b099cd84b
string,random,glidesort,1,10000,20260912,1,,140174,62359,,160000,1816c71b099cd84b
string,sorted,brainsort,1,10000,20260912,1,,9999,0,,0,95272738c97a3543
string,sorted,slice::sort,1,10000,20260912,1,,9999,0,,160000,95272738c97a3543
string,sorted,glidesort,1,10000,20260912,1,,9999,0,,160000,95272738c97a3543
string,reverse,brainsort,1,10000,20260912,1,,20029,124,,0,0328971aedb81939
string,reverse,slice::sort,1,10000,20260912,1,,43795,192,,160000,0328971aedb81939
string,reverse,glidesort,1,10000,20260912,1,,32179,386,,160000,0328971aedb81939
string,nearly_sorted,brainsort,1,10000,20260912,1,,31998,1847,,7736,4d5b17c48bde1e5b
string,nearly_sorted,slice::sort,1,10000,20260912,1,,113265,2618,,160000,4d5b17c48bde1e5b
string,nearly_sorted,glidesort,1,10000,20260912,1,,90503,14521,,160000,4d5b17c48bde1e5b
string,few_unique,brainsort,1,10000,20260912,1,,7201,702,,112400,bab162a8583ecee3
string,few_unique,slice::sort,1,10000,20260912,1,,81704,33868,,160000,bab162a8583ecee3
string,few_unique,glidesort,1,10000,20260912,1,,89008,33806,,160000,bab162a8583ecee3
string,all_equal,brainsort,1,10000,20260912,1,,9999,0,,0,95272738c97a3543
string,all_equal,slice::sort,1,10000,20260912,1,,9999,0,,160000,95272738c97a3543
string,all_equal,glidesort,1,10000,20260912,1,,9999,0,,160000,95272738c97a3543
string,runs,brainsort,1,10000,20260912,1,,24621,8,,80032,b806ebe557f9058f
string,runs,slice::sort,1,10000,20260912,1,,22451,10,,160000,b806ebe557f9058f
string,runs,glidesort,1,10000,20260912,1,,20596,7620,,160000,b806ebe557f9058f
string,organ_pipe,brainsort,1,10000,20260912,1,,19997,9998,,80032,7cc72811739f7b5b
string,organ_pipe,slice::sort,1,10000,20260912,1,,19997,9998,,160000,7cc72811739f7b5b
string,organ_pipe,glidesort,1,10000,20260912,1,,20190,3949,,160000,7cc72811739f7b5b
string,small_range,brainsort,1,10000,20260912,1,,1024,656,,160096,5275f13ecc526b5d
string,small_range,slice::sort,1,10000,20260912,1,,33231,10251,,160000,5275f13ecc526b5d
string,small_range,glidesort,1,10000,20260912,1,,38381,10065,,160000,5275f13ecc526b5d
string,sawtooth,brainsort,1,10000,20260912,1,,12088,19,,184608,bfa62f77083c2113
string,sawtooth,slice::sort,1,10000,20260912,1,,43980,18000,,160000,bfa62f77083c2113
string,sawtooth,glidesort,1,10000,20260912,1,,44438,11313,,160000,bfa62f77083c2113
string,prefixed,brainsort,1,10000,20260912,1,,1494,901,,168224,5df8b5c98cc85baf
string,prefixed,slice::sort,1,10000,20260912,1,,142050,61619,,160000,5df8b5c98cc85baf
string,prefixed,glidesort,1,10000,20260912,1,,140572,62511,,160000,5df8b5c98cc85baf
int32,random,brainsort,1,100000,20260912,1,,1024,652,,441480,46065ae45ecddf71
int32,random,slice::sort,1,100000,20260912,1,,1746504,782518,,800000,46065ae45ecddf71
int32,random,slice::sort_by_cached_key,1,100000,20260912,1,,1725238,794472,100000,800000,46065ae45ecddf71
int32,random,glidesort,1,100000,20260912,1,,1751653,788276,,800000,46065ae45ecddf71
int32,sorted,brainsort,1,100000,20260912,1,,99999,0,,0,c2cc699511dc4303
int32,sorted,slice::sort,1,100000,20260912,1,,99999,0,,800000,c2cc699511dc4303
int32,sorted,slice::sort_by_cached_key,1,100000,20260912,1,,99999,0,100000,800000,c2cc699511dc4303
int32,sorted,glidesort,1,100000,20260912,1,,99999,0,,800000,c2cc699511dc4303
int32,reverse,brainsort,1,100000,20260912,1,,99999,0,,0,35b03f8cf0b414a3
int32,reverse,slice::sort,1,100000,20260912,1,,99999,0,,800000,35b03f8cf0b414a3
int32,reverse,slice::sort_by_cached_key,1,100000,20260912,1,,99999,0,100000,800000,35b03f8cf0b414a3
int32,reverse,glidesort,1,100000,20260912,1,,99999,0,,800000,35b03f8cf0b414a3
int32,nearly_sorted,brainsort,1,100000,20260912,1,,326215,21575,,49152,05d188bf0e3f33e7
int32,nearly_sorted,slice::sort,1,100000,20260912,1,,1581118,36056,,800000,05d188bf0e3f33e7
int32,nearly_sorted,slice::sort_by_cached_key,1,100000,20260912,1,,1788308,131940,100000,800000,05d188bf0e3f33e7
int32,nearly_sorted,glidesort,1,100000,20260912,1,,1428470,469984,,800000,05d188bf0e3f33e7
int32,few_unique,brainsort,1,100000,20260912,1,,1024,675,,448696,2a42d5822fac0707
int32,few_unique,slice::sort,1,100000,20260912,1,,794390,332716,,800000,2a42d5822fac0707
int32,few_unique,slice::sort_by_cached_key,1,100000,20260912,1,,1722380,346198,100000,800000,2a42d5822fac0707
int32,few_unique,glidesort,1,100000,20260912,1,,853987,335214,,800000,2a42d5822fac0707
int32,all_equal,brainsort,1,100000,20260912,1,,99999,0,,0,c2cc699511dc4303
int32,all_equal,slice::sort,1,100000,20260912,1,,99999,0,,800000,c2cc699511dc4303
int32,all_equal,slice::sort_by_cached_key,1,100000,20260912,1,,99999,0,100000,800000,c2cc699511dc4303
int32,all_equal,glidesort,1,100000,20260912,1,,99999,0,,800000,c2cc699511dc4303
int32,runs,brainsort,1,100000,20260912,1,,108761,89,,808224,64e0f8afd8516051
int32,runs,slice::sort,1,100000,20260912,1,,579056,95582,,800000,64e0f8afd8516051
int32,runs,slice::sort_by_cached_key,1,100000,20260912,1,,1767554,204821,100000,800000,64e0f8afd8516051
int32,runs,glidesort,1,100000,20260912,1,,565539,210095,,800000,64e0f8afd8516051
int32,organ_pipe,brainsort,1,100000,20260912,1,,199997,99998,,400024,3ed43a32699cb0d3
int32,organ_pipe,slice::sort,1,100000,20260912,1,,199997,99998,,800000,3ed43a32699cb0d3
int32,organ_pipe,slice::sort_by_cached_key,1,100000,20260912,1,,2165150,152267,100000,800000,3ed43a32699cb0d3
int32,organ_pipe,glidesort,1,100000,20260912,1,,200333,33069,,800000,3ed43a32699cb0d3
int32,small_range,brainsort,1,100000,20260912,1,,1024,656,,425080,5c0186e587c5fd4b
int32,small_range,slice::sort,1,100000,20260912,1,,326958,101177,,800000,5c0186e587c5fd4b
int32,small_range,slice::sort_by_cached_key,1,100000,20260912,1,,1712199,113519,100000,800000,5c0186e587c5fd4b
int32,small_range,glidesort,1,100000,20260912,1,,356903,103531,,800000,5c0186e587c5fd4b
int32,sawtooth,brainsort,1,100000,20260912,1,,102088,199,,804128,db2912b6ef590f13
int32,sawtooth,slice::sort,1,100000,20260912,1,,771643,198000,,800000,db2912b6ef590f13
int32,sawtooth,slice::sort_by_cached_key,1,100000,20260912,1,,1727055,189586,100000,800000,db2912b6ef590f13
int32,sawtooth,glidesort,1,100000,20260912,1,,772990,144922,,800000,db2912b6ef590f13
int32,prefixed,brainsort,1,100000,20260912,1,,1024,693,,808224,5d73af5bcafaae51
int32,prefixed,slice::sort,1,100000,20260912,1,,1746880,783558,,800000,5d73af5bcafaae51
int32,prefixed,slice::sort_by_cached_key,1,100000,20260912,1,,1723890,792866,100000,800000,5d73af5bcafaae51
int32,prefixed,glidesort,1,100000,20260912,1,,1749154,789684,,800000,5d73af5bcafaae51
int32,sparse_bits,brainsort,1,100000,20260912,1,,1024,691,,801056,54d7dc0b76720fe1
int32,sparse_bits,slice::sort,1,100000,20260912,1,,943585,400604,,800000,54d7dc0b76720fe1
int32,sparse_bits,slice::sort_by_cached_key,1,100000,20260912,1,,1720276,424404,100000,800000,54d7dc0b76720fe1
int32,sparse_bits,glidesort,1,100000,20260912,1,,995062,403850,,800000,54d7dc0b76720fe1
double,random,brainsort,1,100000,20260912,1,,1024,687,,915696,8aef0468e1c3ace3
double,random,slice::sort,1,100000,20260912,1,,1748908,781718,,1600000,8aef0468e1c3ace3
double,random,slice::sort_by_cached_key,1,100000,20260912,1,,1704500,767984,100000,1600000,8aef0468e1c3ace3
double,random,glidesort,1,100000,20260912,1,,1748671,789596,,1048576,8aef0468e1c3ace3
double,sorted,brainsort,1,100000,20260912,1,,99999,0,,0,c2cc699511dc4303
double,sorted,slice::sort,1,100000,20260912,1,,99999,0,,1600000,c2cc699511dc4303
double,sorted,slice::sort_by_cached_key,1,100000,20260912,1,,99999,0,100000,1600000,c2cc699511dc4303
double,sorted,glidesort,1,100000,20260912,1,,99999,0,,1048576,c2cc699511dc4303
double,reverse,brainsort,1,100000,20260912,1,,99999,0,,0,35b03f8cf0b414a3
double,reverse,slice::sort,1,100000,20260912,1,,99999,0,,1600000,35b03f8cf0b414a3
double,reverse,slice::sort_by_cached_key,1,100000,20260912,1,,99999,0,100000,1600000,35b03f8cf0b414a3
double,reverse,glidesort,1,100000,20260912,1,,99999,0,,1048576,35b03f8cf0b414a3
double,nearly_sorted,brainsort,1,100000,20260912,1,,326215,21575,,73728,05d188bf0e3f33e7
double,nearly_sorted,slice::sort,1,100000,20260912,1,,1581118,36056,,1600000,05d188bf0e3f33e7
double,nearly_sorted,slice::sort_by_cached_key,1,100000,20260912,1,,1724996,110428,100000,1600000,05d188bf0e3f33e7
double,nearly_sorted,glidesort,1,100000,20260912,1,,1384620,497976,,1048576,05d188bf0e3f33e7
double,few_unique,brainsort,1,100000,20260912,1,,1024,672,,899312,1bbde370b081b80b
double,few_unique,slice::sort,1,100000,20260912,1,,798077,332420,,1600000,1bbde370b081b80b
double,few_unique,slice::sort_by_cached_key,1,100000,20260912,1,,1690459,346158,100000,1600000,1bbde370b081b80b
double,few_unique,glidesort,1,100000,20260912,1,,959561,383349,,1048576,1bbde370b081b80b
double,all_equal,brainsort,1,100000,20260912,1,,99999,0,,0,c2cc699511dc4303
double,all_equal,slice::sort,1,100000,20260912,1,,99999,0,,1600000,c2cc699511dc4303
double,all_equal,slice::sort_by_cached_key,1,100000,20260912,1,,99999,0,100000,1600000,c2cc699511dc4303
double,all_equal,glidesort,1,100000,20260912,1,,99999,0,,1048576,c2cc699511dc4303
double,runs,brainsort,1,100000,20260912,1,,108761,89,,1731104,64e0f8afd8516051
double,runs,slice::sort,1,100000,20260912,1,,579056,95582,,1600000,64e0f8afd8516051
double,runs,slice::sort_by_cached_key,1,100000,20260912,1,,1732269,176005,100000,1600000,64e0f8afd8516051
double,runs,glidesort,1,100000,20260912,1,,565539,210095,,1048576,64e0f8afd8516051
double,organ_pipe,brainsort,1,100000,20260912,1,,199997,99998,,800032,3ed43a32699cb0d3
double,organ_pipe,slice::sort,1,100000,20260912,1,,199997,99998,,1600000,3ed43a32699cb0d3
double,organ_pipe,slice::sort_by_cached_key,1,100000,20260912,1,,2134206,110583,100000,1600000,3ed43a32699cb0d3
double,organ_pipe,glidesort,1,100000,20260912,1,,200333,33069,,1048576,3ed43a32699cb0d3
double,small_range,brainsort,1,100000,20260912,1,,1024,656,,1608224,5c0186e587c5fd4b
double,small_range,slice::sort,1,100000,20260912,1,,326958,101177,,1600000,5c0186e587c5fd4b
double,small_range,slice::sort_by_cached_key,1,100000,20260912,1,,1670582,113523,100000,1600000,5c0186e587c5fd4b
double,small_range,glidesort,1,100000,20260912,1,,394828,102086,,1048576,5c0186e587c5fd4b
double,sawtooth,brainsort,1,100000,20260912,1,,102088,199,,1608224,db2912b6ef590f13
double,sawtooth,slice::sort,1,100000,20260912,1,,771643,198000,,1600000,db2912b6ef590f13
double,sawtooth,slice::sort_by_cached_key,1,100000,20260912,1,,1710714,190034,100000,1600000,db2912b6ef590f13
double,sawtooth,glidesort,1,100000,20260912,1,,772990,144922,,1048576,db2912b6ef590f13
double,prefixed,brainsort,1,100000,20260912,1,,1024,687,,882928,8aef0468e1c3ace3
double,prefixed,slice::sort,1,100000,20260912,1,,1748908,781718,,1600000,8aef0468e1c3ace3
double,prefixed,slice::sort_by_cached_key,1,100000,20260912,1,,1704500,767984,100000,1600000,8aef0468e1c3ace3
double,prefixed,glidesort,1,100000,20260912,1,,1748671,789596,,1048576,8aef0468e1c3ace3
int64,random,brainsort,1,100000,20260912,1,,1024,670,,915696,a3e1db782016ff23
int64,random,slice::sort,1,100000,20260912,1,,1753950,780649,,1600000,a3e1db782016ff23
int64,random,slice::sort_by_cached_key,1,100000,20260912,1,,1712863,767554,100000,1600000,a3e1db782016ff23
int64,random,glidesort,1,100000,20260912,1,,1749350,789813,,1048576,a3e1db782016ff23
int64,sorted,brainsort,1,100000,20260912,1,,99999,0,,0,c2cc699511dc4303
int64,sorted,slice::sort,1,100000,20260912,1,,99999,0,,1600000,c2cc699511dc4303
int64,sorted,slice::sort_by_cached_key,1,100000,20260912,1,,99999,0,100000,1600000,c2cc699511dc4303
int64,sorted,glidesort,1,100000,20260912,1,,99999,0,,1048576,c2cc699511dc4303
int64,reverse,brainsort,1,100000,20260912,1,,99999,0,,0,35b03f8cf0b414a3
int64,reverse,slice::sort,1,100000,20260912,1,,99999,0,,1600000,35b03f8cf0b414a3
int64,reverse,slice::sort_by_cached_key,1,100000,20260912,1,,99999,0,100000,1600000,35b03f8cf0b414a3
int64,reverse,glidesort,1,100000,20260912,1,,99999,0,,1048576,35b03f8cf0b414a3
int64,nearly_sorted,brainsort,1,100000,20260912,1,,326215,21575,,73728,05d188bf0e3f33e7
int64,nearly_sorted,slice::sort,1,100000,20260912,1,,1581118,36056,,1600000,05d188bf0e3f33e7
int64,nearly_sorted,slice::sort_by_cached_key,1,100000,20260912,1,,1724996,110428,100000,1600000,05d188bf0e3f33e7
int64,nearly_sorted,glidesort,1,100000,20260912,1,,1384620,497976,,1048576,05d188bf0e3f33e7
int64,few_unique,brainsort,1,100000,20260912,1,,1024,690,,899312,52a317f4ad388e47
int64,few_unique,slice::sort,1,100000,20260912,1,,795379,332444,,1600000,52a317f4ad388e47
int64,few_unique,slice::sort_by_cached_key,1,100000,20260912,1,,1694882,348302,100000,1600000,52a317f4ad388e47
int64,few_unique,glidesort,1,100000,20260912,1,,958767,375993,,1048576,52a317f4ad388e47
int64,all_equal,brainsort,1,100000,20260912,1,,99999,0,,0,c2cc699511dc4303
int64,all_equal,slice::sort,1,100000,20260912,1,,99999,0,,1600000,c2cc699511dc4303
int64,all_equal,slice::sort_by_cached_key,1,100000,20260912,1,,99999,0,100000,1600000,c2cc699511dc4303
int64,all_equal,glidesort,1,100000,20260912,1,,99999,0,,1048576,c2cc699511dc4303
int64,runs,brainsort,1,100000,20260912,1,,108761,89,,1608224,64e0f8afd8516051
int64,runs,slice::sort,1,100000,20260912,1,,579056,95582,,1600000,64e0f8afd8516051
int64,runs,slice::sort_by_cached_key,1,100000,20260912,1,,1732269,176005,100000,1600000,64e0f8afd8516051
int64,runs,glidesort,1,100000,20260912,1,,565539,210095,,1048576,64e0f8afd8516051
int64,organ_pipe,brainsort,1,100000,20260912,1,,199997,99998,,800032,3ed43a32699cb0d3
int64,organ_pipe,slice::sort,1,100000,20260912,1,,199997,99998,,1600000,3ed43a32699cb0d3
int64,organ_pipe,slice::sort_by_cached_key,1,100000,20260912,1,,2134206,110583,100000,1600000,3ed43a32699cb0d3
int64,organ_pipe,glidesort,1,100000,20260912,1,,200333,33069,,1048576,3ed43a32699cb0d3
int64,small_range,brainsort,1,100000,20260912,1,,1024,656,,1600048,5c0186e587c5fd4b
int64,small_range,slice::sort,1,100000,20260912,1,,326958,101177,,1600000,5c0186e587c5fd4b
int64,small_range,slice::sort_by_cached_key,1,100000,20260912,1,,1670582,113523,100000,1600000,5c0186e587c5fd4b
int64,small_range,glidesort,1,100000,20260912,1,,394828,102086,,1048576,5c0186e587c5fd4b
int64,sawtooth,brainsort,1,100000,20260912,1,,102088,199,,1604128,db2912b6ef590f13
int64,sawtooth,slice::sort,1,100000,20260912,1,,771643,198000,,1600000,db2912b6ef590f13
int64,sawtooth,slice::sort_by_cached_key,1,100000,20260912,1,,1710714,190034,100000,1600000,db2912b6ef590f13
int64,sawtooth,glidesort,1,100000,20260912,1,,772990,144922,,1048576,db2912b6ef590f13
int64,prefixed,brainsort,1,100000,20260912,1,,1024,693,,1608224,5d73af5bcafaae51
int64,prefixed,slice::sort,1,100000,20260912,1,,1746880,783558,,1600000,5d73af5bcafaae51
int64,prefixed,slice::sort_by_cached_key,1,100000,20260912,1,,1708141,767330,100000,1600000,5d73af5bcafaae51
int64,prefixed,glidesort,1,100000,20260912,1,,1744947,788931,,1048576,5d73af5bcafaae51
string,random,brainsort,1,100000,20260912,1,,1025,685,,882928,aedf8b76b827def3
string,random,slice::sort,1,100000,20260912,1,,1746133,781268,,1600000,aedf8b76b827def3
string,random,glidesort,1,100000,20260912,1,,1749601,788606,,1048576,aedf8b76b827def3
string,sorted,brainsort,1,100000,20260912,1,,99999,0,,0,c2cc699511dc4303
string,sorted,slice::sort,1,100000,20260912,1,,99999,0,,1600000,c2cc699511dc4303
string,sorted,glidesort,1,100000,20260912,1,,99999,0,,1048576,c2cc699511dc4303
string,reverse,brainsort,1,100000,20260912,1,,202476,8308,,0,9511d26aa7fb46ad
string,reverse,slice::sort,1,100000,20260912,1,,1847712,22512,,1600000,9511d26aa7fb46ad
string,reverse,glidesort,1,100000,20260912,1,,1237326,455322,,1048576,9511d26aa7fb46ad
string,nearly_sorted,brainsort,1,100000,20260912,1,,326127,21601,,73728,1a2d572d812a406f
string,nearly_sorted,slice::sort,1,100000,20260912,1,,1579035,36216,,1600000,1a2d572d812a406f
string,nearly_sorted,glidesort,1,100000,20260912,1,,1408276,486958,,1048576,1a2d572d812a406f
string,few_unique,brainsort,1,100000,20260912,1,,63960,702,,874736,77c5ca5cb05e38e5
string,few_unique,slice::sort,1,100000,20260912,1,,794010,332794,,1600000,77c5ca5cb05e38e5
string,few_unique,glidesort,1,100000,20260912,1,,962984,378945,,1048576,77c5ca5cb05e38e5
string,all_equal,brainsort,1,100000,20260912,1,,99999,0,,0,c2cc699511dc4303
string,all_equal,slice::sort,1,100000,20260912,1,,99999,0,,1600000,c2cc699511dc4303
string,all_equal,glidesort,1,100000,20260912,1,,99999,0,,1048576,c2cc699511dc4303
string,runs,brainsort,1,100000,20260912,1,,108761,89,,1616416,64e0f8afd8516051
string,runs,slice::sort,1,100000,20260912,1,,579056,95582,,1600000,64e0f8afd8516051
string,runs,glidesort,1,100000,20260912,1,,565539,210095,,1048576,64e0f8afd8516051
string,organ_pipe,brainsort,1,100000,20260912,1,,199997,99998,,800032,3ed43a32699cb0d3
string,organ_pipe,slice::sort,1,100000,20260912,1,,199997,99998,,1600000,3ed43a32699cb0d3
string,organ_pipe,glidesort,1,100000,20260912,1,,200333,33069,,1048576,3ed43a32699cb0d3
string,small_range,brainsort,1,100000,20260912,1,,1024,656,,1600096,5c0186e587c5fd4b
string,small_range,slice::sort,1,100000,20260912,1,,326958,101177,,1600000,5c0186e587c5fd4b
string,small_range,glidesort,1,100000,20260912,1,,394828,102086,,1048576,5c0186e587c5fd4b
string,sawtooth,brainsort,1,100000,20260912,1,,102088,199,,1862176,db2912b6ef590f13
string,sawtooth,slice::sort,1,100000,20260912,1,,771643,198000,,1600000,db2912b6ef590f13
string,sawtooth,glidesort,1,100000,20260912,1,,772990,144922,,1048576,db2912b6ef590f13
string,prefixed,brainsort,1,100000,20260912,1,,46427,23097,,1608224,d5cda0e84027d4e5
string,prefixed,slice::sort,1,100000,20260912,1,,1749190,782151,,1600000,d5cda0e84027d4e5
string,prefixed,glidesort,1,100000,20260912,1,,1745331,789912,,1048576,d5cda0e84027d4e5
int32,random,brainsort,1,1000000,20260912,1,,1024,652,,4432584,f122803ffd297311
int32,random,slice::sort,1,1000000,20260912,1,,20820887,9473289,,8000000,f122803ffd297311
int32,random,slice::sort_by_cached_key,1,1000000,20260912,1,,20578892,9603463,1000000,8000000,f122803ffd297311
int32,random,glidesort,1,1000000,20260912,1,,20836858,9551387,,4000000,f122803ffd297311
int32,sorted,brainsort,1,1000000,20260912,1,,999999,0,,0,307276fdb96f3683
int32,sorted,slice::sort,1,1000000,20260912,1,,999999,0,,8000000,307276fdb96f3683
int32,sorted,slice::sort_by_cached_key,1,1000000,20260912,1,,999999,0,1000000,8000000,307276fdb96f3683
int32,sorted,glidesort,1,1000000,20260912,1,,999999,0,,4000000,307276fdb96f3683
int32,reverse,brainsort,1,1000000,20260912,1,,2000123,500,,0,cefefd4321cd7af5
int32,reverse,slice::sort,1,1000000,20260912,1,,4937510,2650,,8000000,cefefd4321cd7af5
int32,reverse,slice::sort_by_cached_key,1,1000000,20260912,1,,22521410,1826080,1000000,8000000,cefefd4321cd7af5
int32,reverse,glidesort,1,1000000,20260912,1,,3382086,8214,,4000000,cefefd4321cd7af5
int32,nearly_sorted,brainsort,1,1000000,20260912,1,,3333772,247933,,786432,913c0a6328d9eb3b
int32,nearly_sorted,slice::sort,1,1000000,20260912,1,,19090844,392450,,8000000,913c0a6328d9eb3b
int32,nearly_sorted,slice::sort_by_cached_key,1,1000000,20260912,1,,21623056,1518132,1000000,8000000,913c0a6328d9eb3b
int32,nearly_sorted,glidesort,1,1000000,20260912,1,,19655197,11044922,,4000000,913c0a6328d9eb3b
int32,few_unique,brainsort,1,1000000,20260912,1,,1024,675,,4266480,0cff3884604b799d
int32,few_unique,slice::sort,1,1000000,20260912,1,,7834290,3306142,,8000000,0cff3884604b799d
int32,few_unique,slice::sort_by_cached_key,1,1000000,20260912,1,,20556145,3409362,1000000,8000000,0cff3884604b799d
int32,few_unique,glidesort,1,1000000,20260912,1,,9946068,3979771,,4000000,0cff3884604b799d
int32,all_equal,brainsort,1,1000000,20260912,1,,999999,0,,0,307276fdb96f3683
int32,all_equal,slice::sort,1,1000000,20260912,1,,999999,0,,8000000,307276fdb96f3683
int32,all_equal,slice::sort_by_cached_key,1,1000000,20260912,1,,999999,0,1000000,8000000,307276fdb96f3683
int32,all_equal,glidesort,1,1000000,20260912,1,,999999,0,,4000000,307276fdb96f3683
int32,runs,brainsort,1,1000000,20260912,1,,1008761,1003,,8008224,d804ddcd10e09f15
int32,runs,slice::sort,1,1000000,20260912,1,,10174651,2233702,,8000000,d804ddcd10e09f15
int32,runs,slice::sort_by_cached_key,1,1000000,20260912,1,,20980502,2991927,1000000,8000000,d804ddcd10e09f15
int32,runs,glidesort,1,1000000,20260912,1,,9190607,3829317,,4000000,d804ddcd10e09f15
int32,organ_pipe,brainsort,1,1000000,20260912,1,,1999997,999998,,4000024,dabde26c930508e3
int32,organ_pipe,slice::sort,1,1000000,20260912,1,,1999997,999998,,8000000,dabde26c930508e3
int32,organ_pipe,slice::sort_by_cached_key,1,1000000,20260912,1,,27023844,1552543,1000000,8000000,dabde26c930508e3
int32,organ_pipe,glidesort,1,1000000,20260912,1,,2000508,285477,,4000000,dabde26c930508e3
int32,small_range,brainsort,1,1000000,20260912,1,,1024,656,,4250080,3fb16c6cc310994b
int32,small_range,slice::sort,1,1000000,20260912,1,,3257037,1000769,,8000000,3fb16c6cc310994b
int32,small_range,slice::sort_by_cached_key,1,1000000,20260912,1,,20779966,1011849,1000000,8000000,3fb16c6cc310994b
int32,small_range,glidesort,1,1000000,20260912,1,,4565822,1005552,,4000000,3fb16c6cc310994b
int32,sawtooth,brainsort,1,1000000,20260912,1,,1002088,1999,,8004128,5ff0ed0d14ef7a03
int32,sawtooth,slice::sort,1,1000000,20260912,1,,10970955,1998000,,8000000,5ff0ed0d14ef7a03
int32,sawtooth,slice::sort_by_cached_key,1,1000000,20260912,1,,20654871,1746716,1000000,8000000,5ff0ed0d14ef7a03
int32,sawtooth,glidesort,1,1000000,20260912,1,,10971236,1397342,,4000000,5ff0ed0d14ef7a03
int32,prefixed,brainsort,1,1000000,20260912,1,,1024,693,,8008224,8b52872778c86c83
int32,prefixed,slice::sort,1,1000000,20260912,1,,20793347,9455543,,8000000,8b52872778c86c83
int32,prefixed,slice::sort_by_cached_key,1,1000000,20260912,1,,20595505,9526822,1000000,8000000,8b52872778c86c83
int32,prefixed,glidesort,1,1000000,20260912,1,,20822859,9546699,,4000000,8b52872778c86c83
int32,sparse_bits,brainsort,1,1000000,20260912,1,,1024,691,,8001056,91eb6bd161bb9915
int32,sparse_bits,slice::sort,1,1000000,20260912,1,,9233447,3984752,,8000000,91eb6bd161bb9915
